	RowInd	ColInd	GridLat	GridLong
co7287138	1686.0	3618.0	-50.54166793823242	121.54166412353516
co7287150	1686.0	3630.0	-50.54166793823242	122.54166412353516
co7287162	1686.0	3642.0	-50.54166793823242	123.54166412353516
co7287174	1686.0	3654.0	-50.54166793823242	124.54166412353516
co7287186	1686.0	3666.0	-50.54166793823242	125.54166412353516
co7287198	1686.0	3678.0	-50.54166793823242	126.54166412353516
co7287210	1686.0	3690.0	-50.54166793823242	127.54166412353516
co7287222	1686.0	3702.0	-50.54166793823242	128.5416717529297
co7287234	1686.0	3714.0	-50.54166793823242	129.5416717529297
co7287246	1686.0	3726.0	-50.54166793823242	130.5416717529297
co7287258	1686.0	3738.0	-50.54166793823242	131.5416717529297
co7287270	1686.0	3750.0	-50.54166793823242	132.5416717529297
co7287282	1686.0	3762.0	-50.54166793823242	133.5416717529297
co7287294	1686.0	3774.0	-50.54166793823242	134.5416717529297
co7287306	1686.0	3786.0	-50.54166793823242	135.5416717529297
co7287318	1686.0	3798.0	-50.54166793823242	136.5416717529297
co7287330	1686.0	3810.0	-50.54166793823242	137.5416717529297
co7287342	1686.0	3822.0	-50.54166793823242	138.5416717529297
co7287354	1686.0	3834.0	-50.54166793823242	139.5416717529297
co7287366	1686.0	3846.0	-50.54166793823242	140.5416717529297
co7287378	1686.0	3858.0	-50.54166793823242	141.5416717529297
co7287390	1686.0	3870.0	-50.54166793823242	142.5416717529297
co7287402	1686.0	3882.0	-50.54166793823242	143.5416717529297
co7287414	1686.0	3894.0	-50.54166793823242	144.5416717529297
co7287426	1686.0	3906.0	-50.54166793823242	145.5416717529297
co7287438	1686.0	3918.0	-50.54166793823242	146.5416717529297
co7287450	1686.0	3930.0	-50.54166793823242	147.5416717529297
co7287462	1686.0	3942.0	-50.54166793823242	148.5416717529297
co7287474	1686.0	3954.0	-50.54166793823242	149.5416717529297
co7287486	1686.0	3966.0	-50.54166793823242	150.5416717529297
co7287498	1686.0	3978.0	-50.54166793823242	151.5416717529297
co7287510	1686.0	3990.0	-50.54166793823242	152.5416717529297
co7287522	1686.0	4002.0	-50.54166793823242	153.5416717529297
co7287534	1686.0	4014.0	-50.54166793823242	154.5416717529297
co7287546	1686.0	4026.0	-50.54166793823242	155.5416717529297
co7287558	1686.0	4038.0	-50.54166793823242	156.5416717529297
co7287570	1686.0	4050.0	-50.54166793823242	157.5416717529297
co7287582	1686.0	4062.0	-50.54166793823242	158.5416717529297
co7287594	1686.0	4074.0	-50.54166793823242	159.5416717529297
co7287606	1686.0	4086.0	-50.54166793823242	160.5416717529297
co7287618	1686.0	4098.0	-50.54166793823242	161.5416717529297
co7287630	1686.0	4110.0	-50.54166793823242	162.5416717529297
co7287642	1686.0	4122.0	-50.54166793823242	163.5416717529297
co7287654	1686.0	4134.0	-50.54166793823242	164.5416717529297
co7287666	1686.0	4146.0	-50.54166793823242	165.5416717529297
co7287678	1686.0	4158.0	-50.54166793823242	166.5416717529297
co7287690	1686.0	4170.0	-50.54166793823242	167.5416717529297
co7287702	1686.0	4182.0	-50.54166793823242	168.5416717529297
co7287714	1686.0	4194.0	-50.54166793823242	169.5416717529297
co7287726	1686.0	4206.0	-50.54166793823242	170.5416717529297
co7287738	1686.0	4218.0	-50.54166793823242	171.5416717529297
co7287750	1686.0	4230.0	-50.54166793823242	172.5416717529297
co7287762	1686.0	4242.0	-50.54166793823242	173.5416717529297
co7287774	1686.0	4254.0	-50.54166793823242	174.5416717529297
co7287786	1686.0	4266.0	-50.54166793823242	175.5416717529297
co7287798	1686.0	4278.0	-50.54166793823242	176.5416717529297
co7287810	1686.0	4290.0	-50.54166793823242	177.5416717529297
co7287822	1686.0	4302.0	-50.54166793823242	178.5416717529297
co7287834	1686.0	4314.0	-50.54166793823242	179.5416717529297
co7335366	1698.0	6.0	-51.54166793823242	-179.4583282470703
co7335378	1698.0	18.0	-51.54166793823242	-178.4583282470703
co7335390	1698.0	30.0	-51.54166793823242	-177.4583282470703
co7335402	1698.0	42.0	-51.54166793823242	-176.4583282470703
co7335414	1698.0	54.0	-51.54166793823242	-175.4583282470703
co7335426	1698.0	66.0	-51.54166793823242	-174.4583282470703
co7335438	1698.0	78.0	-51.54166793823242	-173.4583282470703
co7335450	1698.0	90.0	-51.54166793823242	-172.4583282470703
co7335462	1698.0	102.0	-51.54166793823242	-171.4583282470703
co7335474	1698.0	114.0	-51.54166793823242	-170.4583282470703
co7335486	1698.0	126.0	-51.54166793823242	-169.4583282470703
co7335498	1698.0	138.0	-51.54166793823242	-168.4583282470703
co7335510	1698.0	150.0	-51.54166793823242	-167.4583282470703
co7335522	1698.0	162.0	-51.54166793823242	-166.4583282470703
co7335534	1698.0	174.0	-51.54166793823242	-165.4583282470703
co7335546	1698.0	186.0	-51.54166793823242	-164.4583282470703
co7335558	1698.0	198.0	-51.54166793823242	-163.4583282470703
co7335570	1698.0	210.0	-51.54166793823242	-162.4583282470703
co7335582	1698.0	222.0	-51.54166793823242	-161.4583282470703
co7335594	1698.0	234.0	-51.54166793823242	-160.4583282470703
co7335606	1698.0	246.0	-51.54166793823242	-159.4583282470703
co7335618	1698.0	258.0	-51.54166793823242	-158.4583282470703
co7335630	1698.0	270.0	-51.54166793823242	-157.4583282470703
co7335642	1698.0	282.0	-51.54166793823242	-156.4583282470703
co7335654	1698.0	294.0	-51.54166793823242	-155.4583282470703
co7335666	1698.0	306.0	-51.54166793823242	-154.4583282470703
co7335678	1698.0	318.0	-51.54166793823242	-153.4583282470703
co7335690	1698.0	330.0	-51.54166793823242	-152.4583282470703
co7335702	1698.0	342.0	-51.54166793823242	-151.4583282470703
co7335714	1698.0	354.0	-51.54166793823242	-150.4583282470703
co7335726	1698.0	366.0	-51.54166793823242	-149.4583282470703
co7335738	1698.0	378.0	-51.54166793823242	-148.4583282470703
co7335750	1698.0	390.0	-51.54166793823242	-147.4583282470703
co7335762	1698.0	402.0	-51.54166793823242	-146.4583282470703
co7335774	1698.0	414.0	-51.54166793823242	-145.4583282470703
co7335786	1698.0	426.0	-51.54166793823242	-144.4583282470703
co7335798	1698.0	438.0	-51.54166793823242	-143.4583282470703
co7335810	1698.0	450.0	-51.54166793823242	-142.4583282470703
co7335822	1698.0	462.0	-51.54166793823242	-141.4583282470703
co7335834	1698.0	474.0	-51.54166793823242	-140.4583282470703
co7335846	1698.0	486.0	-51.54166793823242	-139.4583282470703
co7335858	1698.0	498.0	-51.54166793823242	-138.4583282470703
co7335870	1698.0	510.0	-51.54166793823242	-137.4583282470703
co7335882	1698.0	522.0	-51.54166793823242	-136.4583282470703
co7335894	1698.0	534.0	-51.54166793823242	-135.4583282470703
co7335906	1698.0	546.0	-51.54166793823242	-134.4583282470703
co7335918	1698.0	558.0	-51.54166793823242	-133.4583282470703
co7335930	1698.0	570.0	-51.54166793823242	-132.4583282470703
co7335942	1698.0	582.0	-51.54166793823242	-131.4583282470703
co7335954	1698.0	594.0	-51.54166793823242	-130.4583282470703
co7335966	1698.0	606.0	-51.54166793823242	-129.4583282470703
co7335978	1698.0	618.0	-51.54166793823242	-128.4583282470703
co7335990	1698.0	630.0	-51.54166793823242	-127.45833587646484
co7336002	1698.0	642.0	-51.54166793823242	-126.45833587646484
co7336014	1698.0	654.0	-51.54166793823242	-125.45833587646484
co7336026	1698.0	666.0	-51.54166793823242	-124.45833587646484
co7336038	1698.0	678.0	-51.54166793823242	-123.45833587646484
co7336050	1698.0	690.0	-51.54166793823242	-122.45833587646484
co7336062	1698.0	702.0	-51.54166793823242	-121.45833587646484
co7336074	1698.0	714.0	-51.54166793823242	-120.45833587646484
co7336086	1698.0	726.0	-51.54166793823242	-119.45833587646484
co7336098	1698.0	738.0	-51.54166793823242	-118.45833587646484
co7336110	1698.0	750.0	-51.54166793823242	-117.45833587646484
co7336122	1698.0	762.0	-51.54166793823242	-116.45833587646484
co7336134	1698.0	774.0	-51.54166793823242	-115.45833587646484
co7336146	1698.0	786.0	-51.54166793823242	-114.45833587646484
co7336158	1698.0	798.0	-51.54166793823242	-113.45833587646484
co7336170	1698.0	810.0	-51.54166793823242	-112.45833587646484
co7336182	1698.0	822.0	-51.54166793823242	-111.45833587646484
co7336194	1698.0	834.0	-51.54166793823242	-110.45833587646484
co7336206	1698.0	846.0	-51.54166793823242	-109.45833587646484
co7336218	1698.0	858.0	-51.54166793823242	-108.45833587646484
co7336230	1698.0	870.0	-51.54166793823242	-107.45833587646484
co7336242	1698.0	882.0	-51.54166793823242	-106.45833587646484
co7336254	1698.0	894.0	-51.54166793823242	-105.45833587646484
co7336266	1698.0	906.0	-51.54166793823242	-104.45833587646484
co7336278	1698.0	918.0	-51.54166793823242	-103.45833587646484
co7336290	1698.0	930.0	-51.54166793823242	-102.45833587646484
co7336302	1698.0	942.0	-51.54166793823242	-101.45833587646484
co7336314	1698.0	954.0	-51.54166793823242	-100.45833587646484
co7336326	1698.0	966.0	-51.54166793823242	-99.45833587646484
co7336338	1698.0	978.0	-51.54166793823242	-98.45833587646484
co7336350	1698.0	990.0	-51.54166793823242	-97.45833587646484
co7336362	1698.0	1002.0	-51.54166793823242	-96.45833587646484
co7336374	1698.0	1014.0	-51.54166793823242	-95.45833587646484
co7336386	1698.0	1026.0	-51.54166793823242	-94.45833587646484
co7336398	1698.0	1038.0	-51.54166793823242	-93.45833587646484
co7336410	1698.0	1050.0	-51.54166793823242	-92.45833587646484
co7336422	1698.0	1062.0	-51.54166793823242	-91.45833587646484
co7336434	1698.0	1074.0	-51.54166793823242	-90.45833587646484
co7336446	1698.0	1086.0	-51.54166793823242	-89.45833587646484
co7336458	1698.0	1098.0	-51.54166793823242	-88.45833587646484
co7336470	1698.0	1110.0	-51.54166793823242	-87.45833587646484
co7336482	1698.0	1122.0	-51.54166793823242	-86.45833587646484
co7336494	1698.0	1134.0	-51.54166793823242	-85.45833587646484
co7336506	1698.0	1146.0	-51.54166793823242	-84.45833587646484
co7336518	1698.0	1158.0	-51.54166793823242	-83.45833587646484
co7336530	1698.0	1170.0	-51.54166793823242	-82.45833587646484
co7336542	1698.0	1182.0	-51.54166793823242	-81.45833587646484
co7336554	1698.0	1194.0	-51.54166793823242	-80.45833587646484
co7336566	1698.0	1206.0	-51.54166793823242	-79.45833587646484
co7336578	1698.0	1218.0	-51.54166793823242	-78.45833587646484
co7336590	1698.0	1230.0	-51.54166793823242	-77.45833587646484
co7336602	1698.0	1242.0	-51.54166793823242	-76.45833587646484
co7336614	1698.0	1254.0	-51.54166793823242	-75.45833587646484
co7336626	1698.0	1266.0	-51.54166793823242	-74.45833587646484
co7336638	1698.0	1278.0	-51.54166793823242	-73.45833587646484
co7336650	1698.0	1290.0	-51.54166793823242	-72.45833587646484
co7336662	1698.0	1302.0	-51.54166793823242	-71.45833587646484
co7336674	1698.0	1314.0	-51.54166793823242	-70.45833587646484
co7336686	1698.0	1326.0	-51.54166793823242	-69.45833587646484
co7336698	1698.0	1338.0	-51.54166793823242	-68.45833587646484
co7336710	1698.0	1350.0	-51.54166793823242	-67.45833587646484
co7336722	1698.0	1362.0	-51.54166793823242	-66.45833587646484
co7336734	1698.0	1374.0	-51.54166793823242	-65.45833587646484
co7336746	1698.0	1386.0	-51.54166793823242	-64.45833587646484
co7336758	1698.0	1398.0	-51.54166793823242	-63.45833206176758
co7336770	1698.0	1410.0	-51.54166793823242	-62.45833206176758
co7336782	1698.0	1422.0	-51.54166793823242	-61.45833206176758
co7336794	1698.0	1434.0	-51.54166793823242	-60.45833206176758
co7336806	1698.0	1446.0	-51.54166793823242	-59.45833206176758
co7336818	1698.0	1458.0	-51.54166793823242	-58.45833206176758
co7336830	1698.0	1470.0	-51.54166793823242	-57.45833206176758
co7336842	1698.0	1482.0	-51.54166793823242	-56.45833206176758
co7336854	1698.0	1494.0	-51.54166793823242	-55.45833206176758
co7336866	1698.0	1506.0	-51.54166793823242	-54.45833206176758
co7336878	1698.0	1518.0	-51.54166793823242	-53.45833206176758
co7336890	1698.0	1530.0	-51.54166793823242	-52.45833206176758
co7336902	1698.0	1542.0	-51.54166793823242	-51.45833206176758
co7336914	1698.0	1554.0	-51.54166793823242	-50.45833206176758
co7336926	1698.0	1566.0	-51.54166793823242	-49.45833206176758
co7336938	1698.0	1578.0	-51.54166793823242	-48.45833206176758
co7336950	1698.0	1590.0	-51.54166793823242	-47.45833206176758
co7336962	1698.0	1602.0	-51.54166793823242	-46.45833206176758
co7336974	1698.0	1614.0	-51.54166793823242	-45.45833206176758
co7336986	1698.0	1626.0	-51.54166793823242	-44.45833206176758
co7336998	1698.0	1638.0	-51.54166793823242	-43.45833206176758
co7337010	1698.0	1650.0	-51.54166793823242	-42.45833206176758
co7337022	1698.0	1662.0	-51.54166793823242	-41.45833206176758
co7337034	1698.0	1674.0	-51.54166793823242	-40.45833206176758
co7337046	1698.0	1686.0	-51.54166793823242	-39.45833206176758
co7337058	1698.0	1698.0	-51.54166793823242	-38.45833206176758
co7337070	1698.0	1710.0	-51.54166793823242	-37.45833206176758
co7337082	1698.0	1722.0	-51.54166793823242	-36.45833206176758
co7337094	1698.0	1734.0	-51.54166793823242	-35.45833206176758
co7337106	1698.0	1746.0	-51.54166793823242	-34.45833206176758
co7337118	1698.0	1758.0	-51.54166793823242	-33.45833206176758
co7337130	1698.0	1770.0	-51.54166793823242	-32.45833206176758
co7337142	1698.0	1782.0	-51.54166793823242	-31.45833396911621
co7337154	1698.0	1794.0	-51.54166793823242	-30.45833396911621
co7337166	1698.0	1806.0	-51.54166793823242	-29.45833396911621
co7337178	1698.0	1818.0	-51.54166793823242	-28.45833396911621
co7337190	1698.0	1830.0	-51.54166793823242	-27.45833396911621
co7337202	1698.0	1842.0	-51.54166793823242	-26.45833396911621
co7337214	1698.0	1854.0	-51.54166793823242	-25.45833396911621
co7337226	1698.0	1866.0	-51.54166793823242	-24.45833396911621
co7337238	1698.0	1878.0	-51.54166793823242	-23.45833396911621
co7337250	1698.0	1890.0	-51.54166793823242	-22.45833396911621
co7337262	1698.0	1902.0	-51.54166793823242	-21.45833396911621
co7337274	1698.0	1914.0	-51.54166793823242	-20.45833396911621
co7337286	1698.0	1926.0	-51.54166793823242	-19.45833396911621
co7337298	1698.0	1938.0	-51.54166793823242	-18.45833396911621
co7337310	1698.0	1950.0	-51.54166793823242	-17.45833396911621
co7337322	1698.0	1962.0	-51.54166793823242	-16.45833396911621
co7337334	1698.0	1974.0	-51.54166793823242	-15.458333015441895
co7337346	1698.0	1986.0	-51.54166793823242	-14.458333015441895
co7337358	1698.0	1998.0	-51.54166793823242	-13.458333015441895
co7337370	1698.0	2010.0	-51.54166793823242	-12.458333015441895
co7337382	1698.0	2022.0	-51.54166793823242	-11.458333015441895
co7337394	1698.0	2034.0	-51.54166793823242	-10.458333015441895
co7337406	1698.0	2046.0	-51.54166793823242	-9.458333015441895
co7337418	1698.0	2058.0	-51.54166793823242	-8.458333015441895
co7337430	1698.0	2070.0	-51.54166793823242	-7.458333492279053
co7337442	1698.0	2082.0	-51.54166793823242	-6.458333492279053
co7337454	1698.0	2094.0	-51.54166793823242	-5.458333492279053
co7337466	1698.0	2106.0	-51.54166793823242	-4.458333492279053
co7337478	1698.0	2118.0	-51.54166793823242	-3.4583332538604736
co7337490	1698.0	2130.0	-51.54166793823242	-2.4583332538604736
co7337502	1698.0	2142.0	-51.54166793823242	-1.4583333730697632
co7337514	1698.0	2154.0	-51.54166793823242	-0.4583333432674408
co7337526	1698.0	2166.0	-51.54166793823242	0.5416666865348816
co7337538	1698.0	2178.0	-51.54166793823242	1.5416666269302368
co7337550	1698.0	2190.0	-51.54166793823242	2.5416667461395264
co7337562	1698.0	2202.0	-51.54166793823242	3.5416667461395264
co7337574	1698.0	2214.0	-51.54166793823242	4.541666507720947
co7337586	1698.0	2226.0	-51.54166793823242	5.541666507720947
co7337598	1698.0	2238.0	-51.54166793823242	6.541666507720947
co7337610	1698.0	2250.0	-51.54166793823242	7.541666507720947
co7337622	1698.0	2262.0	-51.54166793823242	8.541666984558105
co7337634	1698.0	2274.0	-51.54166793823242	9.541666984558105
co7337646	1698.0	2286.0	-51.54166793823242	10.541666984558105
co7337658	1698.0	2298.0	-51.54166793823242	11.541666984558105
co7337670	1698.0	2310.0	-51.54166793823242	12.541666984558105
co7337682	1698.0	2322.0	-51.54166793823242	13.541666984558105
co7337694	1698.0	2334.0	-51.54166793823242	14.541666984558105
co7337706	1698.0	2346.0	-51.54166793823242	15.541666984558105
co7337718	1698.0	2358.0	-51.54166793823242	16.54166603088379
co7337730	1698.0	2370.0	-51.54166793823242	17.54166603088379
co7337742	1698.0	2382.0	-51.54166793823242	18.54166603088379
co7337754	1698.0	2394.0	-51.54166793823242	19.54166603088379
co7337766	1698.0	2406.0	-51.54166793823242	20.54166603088379
co7337778	1698.0	2418.0	-51.54166793823242	21.54166603088379
co7337790	1698.0	2430.0	-51.54166793823242	22.54166603088379
co7337802	1698.0	2442.0	-51.54166793823242	23.54166603088379
co7337814	1698.0	2454.0	-51.54166793823242	24.54166603088379
co7337826	1698.0	2466.0	-51.54166793823242	25.54166603088379
co7337838	1698.0	2478.0	-51.54166793823242	26.54166603088379
co7337850	1698.0	2490.0	-51.54166793823242	27.54166603088379
co7337862	1698.0	2502.0	-51.54166793823242	28.54166603088379
co7337874	1698.0	2514.0	-51.54166793823242	29.54166603088379
co7337886	1698.0	2526.0	-51.54166793823242	30.54166603088379
co7337898	1698.0	2538.0	-51.54166793823242	31.54166603088379
co7337910	1698.0	2550.0	-51.54166793823242	32.54166793823242
co7337922	1698.0	2562.0	-51.54166793823242	33.54166793823242
co7337934	1698.0	2574.0	-51.54166793823242	34.54166793823242
co7337946	1698.0	2586.0	-51.54166793823242	35.54166793823242
co7337958	1698.0	2598.0	-51.54166793823242	36.54166793823242
co7337970	1698.0	2610.0	-51.54166793823242	37.54166793823242
co7337982	1698.0	2622.0	-51.54166793823242	38.54166793823242
co7337994	1698.0	2634.0	-51.54166793823242	39.54166793823242
co7338006	1698.0	2646.0	-51.54166793823242	40.54166793823242
co7338018	1698.0	2658.0	-51.54166793823242	41.54166793823242
co7338030	1698.0	2670.0	-51.54166793823242	42.54166793823242
co7338042	1698.0	2682.0	-51.54166793823242	43.54166793823242
co7338054	1698.0	2694.0	-51.54166793823242	44.54166793823242
co7338066	1698.0	2706.0	-51.54166793823242	45.54166793823242
co7338078	1698.0	2718.0	-51.54166793823242	46.54166793823242
co7338090	1698.0	2730.0	-51.54166793823242	47.54166793823242
co7338102	1698.0	2742.0	-51.54166793823242	48.54166793823242
co7338114	1698.0	2754.0	-51.54166793823242	49.54166793823242
co7338126	1698.0	2766.0	-51.54166793823242	50.54166793823242
co7338138	1698.0	2778.0	-51.54166793823242	51.54166793823242
co7338150	1698.0	2790.0	-51.54166793823242	52.54166793823242
co7338162	1698.0	2802.0	-51.54166793823242	53.54166793823242
co7338174	1698.0	2814.0	-51.54166793823242	54.54166793823242
co7338186	1698.0	2826.0	-51.54166793823242	55.54166793823242
co7338198	1698.0	2838.0	-51.54166793823242	56.54166793823242
co7338210	1698.0	2850.0	-51.54166793823242	57.54166793823242
co7338222	1698.0	2862.0	-51.54166793823242	58.54166793823242
co7338234	1698.0	2874.0	-51.54166793823242	59.54166793823242
co7338246	1698.0	2886.0	-51.54166793823242	60.54166793823242
co7338258	1698.0	2898.0	-51.54166793823242	61.54166793823242
co7338270	1698.0	2910.0	-51.54166793823242	62.54166793823242
co7338282	1698.0	2922.0	-51.54166793823242	63.54166793823242
co7338294	1698.0	2934.0	-51.54166793823242	64.54166412353516
co7338306	1698.0	2946.0	-51.54166793823242	65.54166412353516
co7338318	1698.0	2958.0	-51.54166793823242	66.54166412353516
co7338330	1698.0	2970.0	-51.54166793823242	67.54166412353516
co7338342	1698.0	2982.0	-51.54166793823242	68.54166412353516
co7338354	1698.0	2994.0	-51.54166793823242	69.54166412353516
co7338366	1698.0	3006.0	-51.54166793823242	70.54166412353516
co7338378	1698.0	3018.0	-51.54166793823242	71.54166412353516
co7338390	1698.0	3030.0	-51.54166793823242	72.54166412353516
co7338402	1698.0	3042.0	-51.54166793823242	73.54166412353516
co7338414	1698.0	3054.0	-51.54166793823242	74.54166412353516
co7338426	1698.0	3066.0	-51.54166793823242	75.54166412353516
co7338438	1698.0	3078.0	-51.54166793823242	76.54166412353516
co7338450	1698.0	3090.0	-51.54166793823242	77.54166412353516
co7338462	1698.0	3102.0	-51.54166793823242	78.54166412353516
co7338474	1698.0	3114.0	-51.54166793823242	79.54166412353516
co7338486	1698.0	3126.0	-51.54166793823242	80.54166412353516
co7338498	1698.0	3138.0	-51.54166793823242	81.54166412353516
co7338510	1698.0	3150.0	-51.54166793823242	82.54166412353516
co7338522	1698.0	3162.0	-51.54166793823242	83.54166412353516
co7338534	1698.0	3174.0	-51.54166793823242	84.54166412353516
co7338546	1698.0	3186.0	-51.54166793823242	85.54166412353516
co7338558	1698.0	3198.0	-51.54166793823242	86.54166412353516
co7338570	1698.0	3210.0	-51.54166793823242	87.54166412353516
co7338582	1698.0	3222.0	-51.54166793823242	88.54166412353516
co7338594	1698.0	3234.0	-51.54166793823242	89.54166412353516
co7338606	1698.0	3246.0	-51.54166793823242	90.54166412353516
co7338618	1698.0	3258.0	-51.54166793823242	91.54166412353516
co7338630	1698.0	3270.0	-51.54166793823242	92.54166412353516
co7338642	1698.0	3282.0	-51.54166793823242	93.54166412353516
co7338654	1698.0	3294.0	-51.54166793823242	94.54166412353516
co7338666	1698.0	3306.0	-51.54166793823242	95.54166412353516
co7338678	1698.0	3318.0	-51.54166793823242	96.54166412353516
co7338690	1698.0	3330.0	-51.54166793823242	97.54166412353516
co7338702	1698.0	3342.0	-51.54166793823242	98.54166412353516
co7338714	1698.0	3354.0	-51.54166793823242	99.54166412353516
co7338726	1698.0	3366.0	-51.54166793823242	100.54166412353516
co7338738	1698.0	3378.0	-51.54166793823242	101.54166412353516
co7338750	1698.0	3390.0	-51.54166793823242	102.54166412353516
co7338762	1698.0	3402.0	-51.54166793823242	103.54166412353516
co7338774	1698.0	3414.0	-51.54166793823242	104.54166412353516
co7338786	1698.0	3426.0	-51.54166793823242	105.54166412353516
co7338798	1698.0	3438.0	-51.54166793823242	106.54166412353516
co7338810	1698.0	3450.0	-51.54166793823242	107.54166412353516
co7338822	1698.0	3462.0	-51.54166793823242	108.54166412353516
co7338834	1698.0	3474.0	-51.54166793823242	109.54166412353516
co7338846	1698.0	3486.0	-51.54166793823242	110.54166412353516
co7338858	1698.0	3498.0	-51.54166793823242	111.54166412353516
co7338870	1698.0	3510.0	-51.54166793823242	112.54166412353516
co7338882	1698.0	3522.0	-51.54166793823242	113.54166412353516
co7338894	1698.0	3534.0	-51.54166793823242	114.54166412353516
co7338906	1698.0	3546.0	-51.54166793823242	115.54166412353516
co7338918	1698.0	3558.0	-51.54166793823242	116.54166412353516
co7338930	1698.0	3570.0	-51.54166793823242	117.54166412353516
co7338942	1698.0	3582.0	-51.54166793823242	118.54166412353516
co7338954	1698.0	3594.0	-51.54166793823242	119.54166412353516
co7338966	1698.0	3606.0	-51.54166793823242	120.54166412353516
co7338978	1698.0	3618.0	-51.54166793823242	121.54166412353516
co7338990	1698.0	3630.0	-51.54166793823242	122.54166412353516
co7339002	1698.0	3642.0	-51.54166793823242	123.54166412353516
co7339014	1698.0	3654.0	-51.54166793823242	124.54166412353516
co7339026	1698.0	3666.0	-51.54166793823242	125.54166412353516
co7339038	1698.0	3678.0	-51.54166793823242	126.54166412353516
co7339050	1698.0	3690.0	-51.54166793823242	127.54166412353516
co7339062	1698.0	3702.0	-51.54166793823242	128.5416717529297
co7339074	1698.0	3714.0	-51.54166793823242	129.5416717529297
co7339086	1698.0	3726.0	-51.54166793823242	130.5416717529297
co7339098	1698.0	3738.0	-51.54166793823242	131.5416717529297
co7339110	1698.0	3750.0	-51.54166793823242	132.5416717529297
co7339122	1698.0	3762.0	-51.54166793823242	133.5416717529297
co7339134	1698.0	3774.0	-51.54166793823242	134.5416717529297
co7339146	1698.0	3786.0	-51.54166793823242	135.5416717529297
co7339158	1698.0	3798.0	-51.54166793823242	136.5416717529297
co7339170	1698.0	3810.0	-51.54166793823242	137.5416717529297
co7339182	1698.0	3822.0	-51.54166793823242	138.5416717529297
co7339194	1698.0	3834.0	-51.54166793823242	139.5416717529297
co7339206	1698.0	3846.0	-51.54166793823242	140.5416717529297
co7339218	1698.0	3858.0	-51.54166793823242	141.5416717529297
co7339230	1698.0	3870.0	-51.54166793823242	142.5416717529297
co7339242	1698.0	3882.0	-51.54166793823242	143.5416717529297
co7339254	1698.0	3894.0	-51.54166793823242	144.5416717529297
co7339266	1698.0	3906.0	-51.54166793823242	145.5416717529297
co7339278	1698.0	3918.0	-51.54166793823242	146.5416717529297
co7339290	1698.0	3930.0	-51.54166793823242	147.5416717529297
co7339302	1698.0	3942.0	-51.54166793823242	148.5416717529297
co7339314	1698.0	3954.0	-51.54166793823242	149.5416717529297
co7339326	1698.0	3966.0	-51.54166793823242	150.5416717529297
co7339338	1698.0	3978.0	-51.54166793823242	151.5416717529297
co7339350	1698.0	3990.0	-51.54166793823242	152.5416717529297
co7339362	1698.0	4002.0	-51.54166793823242	153.5416717529297
co7339374	1698.0	4014.0	-51.54166793823242	154.5416717529297
co7339386	1698.0	4026.0	-51.54166793823242	155.5416717529297
co7339398	1698.0	4038.0	-51.54166793823242	156.5416717529297
co7339410	1698.0	4050.0	-51.54166793823242	157.5416717529297
co7339422	1698.0	4062.0	-51.54166793823242	158.5416717529297
co7339434	1698.0	4074.0	-51.54166793823242	159.5416717529297
co7339446	1698.0	4086.0	-51.54166793823242	160.5416717529297
co7339458	1698.0	4098.0	-51.54166793823242	161.5416717529297
co7339470	1698.0	4110.0	-51.54166793823242	162.5416717529297
co7339482	1698.0	4122.0	-51.54166793823242	163.5416717529297
co7339494	1698.0	4134.0	-51.54166793823242	164.5416717529297
co7339506	1698.0	4146.0	-51.54166793823242	165.5416717529297
co7339518	1698.0	4158.0	-51.54166793823242	166.5416717529297
co7339530	1698.0	4170.0	-51.54166793823242	167.5416717529297
co7339542	1698.0	4182.0	-51.54166793823242	168.5416717529297
co7339554	1698.0	4194.0	-51.54166793823242	169.5416717529297
co7339566	1698.0	4206.0	-51.54166793823242	170.5416717529297
co7339578	1698.0	4218.0	-51.54166793823242	171.5416717529297
co7339590	1698.0	4230.0	-51.54166793823242	172.5416717529297
co7339602	1698.0	4242.0	-51.54166793823242	173.5416717529297
co7339614	1698.0	4254.0	-51.54166793823242	174.5416717529297
co7339626	1698.0	4266.0	-51.54166793823242	175.5416717529297
co7339638	1698.0	4278.0	-51.54166793823242	176.5416717529297
co7339650	1698.0	4290.0	-51.54166793823242	177.5416717529297
co7339662	1698.0	4302.0	-51.54166793823242	178.5416717529297
co7339674	1698.0	4314.0	-51.54166793823242	179.5416717529297
co7387206	1710.0	6.0	-52.54166793823242	-179.4583282470703
co7387218	1710.0	18.0	-52.54166793823242	-178.4583282470703
co7387230	1710.0	30.0	-52.54166793823242	-177.4583282470703
co7387242	1710.0	42.0	-52.54166793823242	-176.4583282470703
co7387254	1710.0	54.0	-52.54166793823242	-175.4583282470703
co7387266	1710.0	66.0	-52.54166793823242	-174.4583282470703
co7387278	1710.0	78.0	-52.54166793823242	-173.4583282470703
co7387290	1710.0	90.0	-52.54166793823242	-172.4583282470703
co7387302	1710.0	102.0	-52.54166793823242	-171.4583282470703
co7387314	1710.0	114.0	-52.54166793823242	-170.4583282470703
co7387326	1710.0	126.0	-52.54166793823242	-169.4583282470703
co7387338	1710.0	138.0	-52.54166793823242	-168.4583282470703
co7387350	1710.0	150.0	-52.54166793823242	-167.4583282470703
co7387362	1710.0	162.0	-52.54166793823242	-166.4583282470703
