	Year	Month	RowInd	ColInd	GridLat	GridLong	eukbank_unique_points	elevation	marine_biome	longhurst_code	longhurst_description	ocean	iho_name	iho_id
G0165	2011	2	1490	1282	-34.20834	-73.125	['E0171', 'E0172']	-4718	Coastal	CHIL	Coastal - Chile-Peru Current Coastal Province	South Pacific	South Pacific Ocean	61
G0166	2011	2	1490	1283	-34.20834	-73.041664	['E0169']	-3820	Coastal	CHIL	Coastal - Chile-Peru Current Coastal Province	South Pacific	South Pacific Ocean	61
G0167	2011	2	1554	1236	-39.541668	-76.958336	['E0126']	-4038	Coastal	CHIL	Coastal - Chile-Peru Current Coastal Province	South Pacific	South Pacific Ocean	61
G0168	2011	2	1555	1236	-39.62501	-76.958336	['E0124', 'E0125']	-3780	Coastal	CHIL	Coastal - Chile-Peru Current Coastal Province	South Pacific	South Pacific Ocean	61
G0169	2011	2	795	1657	23.708334	-41.87499	['E0821']	-4620	Trades	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	North Atlantic	North Atlantic Ocean	23
G0170	2011	2	950	930	10.791661	-102.458336	['E0779', 'E0780']	-3304	Trades	PNEC	Trades - N. Pacific Equatorial Countercurrent Province	North Pacific	North Pacific Ocean	57
G0171	2011	3	1137	1821	-4.7916665	-28.208334	['E0709', 'E0710']	-5414	Trades	WTRA	Trades - Western Tropical Atlantic Province	South Atlantic	South Atlantic Ocean	32
G0172	2011	3	1417	869	-28.125002	-107.541664	['E0456']	-2155	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0173	2011	3	1418	869	-28.208338	-107.541664	['E0454']	-2869	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0174	2011	3	1418	871	-28.208338	-107.375	['E0455']	-3253	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0175	2011	3	1435	944	-29.625002	-101.291664	['E0441']	-3263	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0176	2011	3	1435	945	-29.625002	-101.208336	['E0439']	-3251	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0177	2011	3	1436	945	-29.708338	-101.208336	['E0437']	-3310	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0178	2011	3	1436	946	-29.708338	-101.125	['E0436']	-3336	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0179	2011	3	1456	1032	-31.375002	-93.958336	['E0409']	-3430	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0180	2011	3	1457	1032	-31.458338	-93.958336	['E0408']	-3318	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0181	2011	3	1472	1114	-32.70834	-87.125	['E0324']	-3518	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0182	2011	3	1473	1114	-32.791668	-87.125	['E0320', 'E0321']	-3611	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0183	2011	3	1473	1115	-32.791668	-87.041664	['E0319']	-3770	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0184	2011	3	1488	1282	-34.041668	-73.125	['E0229', 'E0230']	-5274	Coastal	CHIL	Coastal - Chile-Peru Current Coastal Province	South Pacific	South Pacific Ocean	61
G0185	2011	3	232	683	70.625	-123.041664	['E0958']	-590	Polar	BPLR	Polar - Boreal Polar Province (POLR)	Arctic	The Northwestern Passages	14
G0186	2011	3	958	969	10.124997	-99.208336	['E0778']	-3675	Trades	PNEC	Trades - N. Pacific Equatorial Countercurrent Province	North Pacific	North Pacific Ocean	57
G0187	2011	3	996	187	6.9583335	-164.375	['E0765', 'E0766']	-4601	Trades	PNEC	Trades - N. Pacific Equatorial Countercurrent Province	North Pacific	North Pacific Ocean	57
G0188	2011	4	1143	1137	-5.2916665	-85.208336	['E0705', 'E0707']	-4220	Coastal	CHIL	Coastal - Chile-Peru Current Coastal Province	South Pacific	South Pacific Ocean	61
G0189	2011	4	1143	1138	-5.2916665	-85.125	['E0706']	-3887	Coastal	CHIL	Coastal - Chile-Peru Current Coastal Province	South Pacific	South Pacific Ocean	61
G0190	2011	4	1167	1808	-7.2916665	-29.291662	['E0696']	-5448	Trades	SATL	Trades - South Atlantic Gyral Province (SATG)	South Atlantic	South Atlantic Ocean	32
G0191	2011	4	1235	1007	-12.958339	-96.041664	['E0630', 'E0631']	-3459	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0192	2011	4	1235	1008	-12.958339	-95.958336	['E0629']	-3992	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0193	2011	4	1236	1008	-13.041667	-95.958336	['E0627']	-4011	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0194	2011	4	1333	902	-21.125002	-104.791664	['E0534', 'E0535', 'E0536']	-3920	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0195	2011	4	1334	901	-21.208338	-104.875	['E0533']	-3841	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0196	2011	4	1389	819	-25.791666	-111.708336	['E0484', 'E0485', 'E0486']	-3093	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0197	2011	4	1473	2313	-32.791668	12.791667	['E0318']	-3905	Trades	SATL	Trades - South Atlantic Gyral Province (SATG)	South Atlantic	South Atlantic Ocean	32
G0198	2011	4	766	1736	26.124998	-35.29166	['E0825']	-6025	Westerlies	NASE	Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)	North Atlantic	North Atlantic Ocean	23
G0199	2011	4	966	1003	9.458333	-96.375	['E0774']	-3754	Trades	PNEC	Trades - N. Pacific Equatorial Countercurrent Province	North Pacific	North Pacific Ocean	57
G0200	2011	4	969	198	9.208333	-163.45833	['E0773']	-4257	Trades	PNEC	Trades - N. Pacific Equatorial Countercurrent Province	North Pacific	North Pacific Ocean	57
G0201	2011	5	1055	1145	2.0416615	-84.541664	['E0745', 'E0746']	-2861	Trades	PNEC	Trades - N. Pacific Equatorial Countercurrent Province	North Pacific	North Pacific Ocean	57
G0202	2011	5	1056	1145	1.9583334	-84.541664	['E0743', 'E0744']	-3090	Trades	PNEC	Trades - N. Pacific Equatorial Countercurrent Province	North Pacific	North Pacific Ocean	57
G0203	2011	5	1079	1144	0.04166158	-84.625	['E0739', 'E0740']	-3022	Coastal	CHIL	Coastal - Chile-Peru Current Coastal Province	North Pacific	North Pacific Ocean	57
G0204	2011	5	1080	1144	-0.041666668	-84.625	['E0730', 'E0731']	-3014	Coastal	CHIL	Coastal - Chile-Peru Current Coastal Province	South Pacific	South Pacific Ocean	61
G0205	2011	5	1103	1144	-1.9583384	-84.625	['E0722', 'E0723']	-2690	Coastal	CHIL	Coastal - Chile-Peru Current Coastal Province	South Pacific	South Pacific Ocean	61
G0206	2011	5	1104	1144	-2.0416667	-84.625	['E0720']	-2604	Coastal	CHIL	Coastal - Chile-Peru Current Coastal Province	South Pacific	South Pacific Ocean	61
G0207	2011	5	1283	951	-16.958338	-100.708336	['E0604']	-3906	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0208	2011	5	1283	952	-16.958338	-100.625	['E0602', 'E0603']	-4185	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0209	2011	5	1478	2344	-33.20834	15.3750105	['E0314']	-3609	Coastal	BENG	Coastal - Benguela Current Coastal Province	South Atlantic	South Atlantic Ocean	32
G0210	2011	5	757	1765	26.874998	-32.87499	['E0826']	-5105	Westerlies	NASE	Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)	North Atlantic	North Atlantic Ocean	23
G0211	2011	5	940	211	11.624997	-162.375	['E0785']	-5190	Trades	NPTG	Trades - N. Pacific Tropical Gyre Province	North Pacific	North Pacific Ocean	57
G0212	2011	6	1357	540	-23.125002	-134.95833	['E0501', 'E0502', 'E0503', 'E0508', 'E0509', 'E0510']	-12	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	NA	NA	NA
G0213	2011	6	1358	540	-23.208338	-134.95833	['E0494', 'E0495', 'E0496', 'E0497', 'E0498', 'E0499']	-8	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0214	2011	6	1358	604	-23.208338	-129.62498	['E0500']	-3568	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0215	2011	6	1359	606	-23.291666	-129.45833	['E0493']	-3462	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0216	2011	6	1359	607	-23.291666	-129.37498	['E0492']	-3410	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0217	2011	6	1435	3275	-29.625002	92.95835	['E0442']	-2479	Trades	ISSG	Trades - Indian S. Subtropical Gyre Province	Indian	Indian Ocean	45
G0218	2011	6	982	1075	8.124997	-90.375	['E0772']	-3437	Trades	PNEC	Trades - N. Pacific Equatorial Countercurrent Province	North Pacific	North Pacific Ocean	57
G0219	2011	7	1186	476	-8.875003	-140.29166	['E0684', 'E0685', 'E0686', 'E0688']	-1217	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0220	2011	7	1187	488	-8.958339	-139.29166	['E0680']	-3127	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0221	2011	7	1187	489	-8.958339	-139.20833	['E0679', 'E0681']	-3465	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0222	2011	7	1188	489	-9.041667	-139.20833	['E0677']	-3568	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0223	2011	7	1244	1771	-13.708339	-32.37499	['E0621']	-4767	Trades	SATL	Trades - South Atlantic Gyral Province (SATG)	South Atlantic	South Atlantic Ocean	32
G0224	2011	7	1356	539	-23.041666	-135.04166	['E0511', 'E0512', 'E0513']	-412	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0225	2011	7	1356	540	-23.041666	-134.95833	['E0514', 'E0515', 'E0516', 'E0517']	-10	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0226	2011	7	1357	539	-23.125002	-135.04166	['E0504', 'E0505', 'E0506', 'E0507']	26	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0227	2011	7	1434	3316	-29.541666	96.37501	['E0443']	-2911	Trades	ISSG	Trades - Indian S. Subtropical Gyre Province	Indian	Indian Ocean	45
G0228	2011	7	733	1836	28.874998	-26.958334	['E0830']	-5106	Westerlies	NASE	Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)	North Atlantic	North Atlantic Ocean	23
G0229	2011	7	993	1104	7.2083335	-87.958336	['E0767']	-3442	Trades	PNEC	Trades - N. Pacific Equatorial Countercurrent Province	North Pacific	North Pacific Ocean	57
G0230	2011	8	1009	1142	5.8749976	-84.791664	['E0751']	-2555	Trades	PNEC	Trades - N. Pacific Equatorial Countercurrent Province	North Pacific	North Pacific Ocean	57
G0231	2011	8	1159	330	-6.6250024	-152.45833	['E0698', 'E0699', 'E0700']	-4623	Trades	PEQD	Trades - Pacific Equatorial Divergence Province	South Pacific	South Pacific Ocean	61
G0232	2011	8	1186	448	-8.875003	-142.62498	['E0687', 'E0689']	-4520	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0233	2011	8	1186	449	-8.875003	-142.54166	['E0682', 'E0683']	-4394	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0234	2011	8	1188	472	-9.041667	-140.62498	['E0676']	-476	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0235	2011	8	1189	473	-9.125003	-140.54166	['E0674', 'E0675']	-2289	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0236	2011	8	1189	474	-9.125003	-140.45833	['E0673']	-3195	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0237	2011	8	1223	345	-11.958339	-151.20833	['E0652', 'E0653']	-4942	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0238	2011	8	1223	346	-11.958339	-151.125	['E0651']	-4778	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0239	2011	8	1223	347	-11.958339	-151.04166	['E0650']	-4906	Westerlies	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	South Pacific	South Pacific Ocean	61
G0240	2011	8	1269	1759	-15.791667	-33.37499	['E0611']	-4587	Trades	SATL	Trades - South Atlantic Gyral Province (SATG)	South Atlantic	South Atlantic Ocean	32
G0241	2011	8	1443	3399	-30.291666	103.291664	['E0423']	-4842	Trades	ISSG	Trades - Indian S. Subtropical Gyre Province	Indian	Indian Ocean	45
G0242	2011	8	720	1875	29.958334	-23.708334	['E0834']	-5306	Westerlies	NASE	Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)	North Atlantic	North Atlantic Ocean	23
G0243	2011	9	1079	315	0.04166158	-153.70833	['E0733', 'E0737', 'E0738']	-4769	Trades	PEQD	Trades - Pacific Equatorial Divergence Province	North Pacific	North Pacific Ocean	57
G0244	2011	9	1079	316	0.04166158	-153.625	['E0736']	-4766	Trades	PEQD	Trades - Pacific Equatorial Divergence Province	North Pacific	North Pacific Ocean	57
G0245	2011	9	1159	329	-6.6250024	-152.54166	['E0701']	-4913	Trades	PEQD	Trades - Pacific Equatorial Divergence Province	South Pacific	South Pacific Ocean	61
G0246	2011	9	1301	1744	-18.458338	-34.62499	['E0592']	-4227	Trades	SATL	Trades - South Atlantic Gyral Province (SATG)	South Atlantic	South Atlantic Ocean	32
G0247	2011	9	1443	3399	-30.291666	103.291664	['E0425']	-4842	Trades	ISSG	Trades - Indian S. Subtropical Gyre Province	Indian	Indian Ocean	45
G0248	2011	9	708	1912	30.958334	-20.62499	['E0835']	-4812	Westerlies	NASE	Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)	North Atlantic	North Atlantic Ocean	23
G0249	2011	9	806	264	22.791662	-157.95833	['E0816', 'E0817']	-4722	Trades	NPTG	Trades - N. Pacific Tropical Gyre Province	North Pacific	North Pacific Ocean	57
G0250	2011	9	807	263	22.708334	-158.04166	['E0814']	-4729	Trades	NPTG	Trades - N. Pacific Tropical Gyre Province	North Pacific	North Pacific Ocean	57
G0251	2011	9	807	264	22.708334	-157.95833	['E0815']	-4750	Trades	NPTG	Trades - N. Pacific Tropical Gyre Province	North Pacific	North Pacific Ocean	57
G0252	2011	9	944	330	11.291661	-152.45833	['E0781']	-5303	Trades	NPTG	Trades - N. Pacific Tropical Gyre Province	North Pacific	North Pacific Ocean	57
G0253	2011	9	944	331	11.291661	-152.375	['E0782', 'E0783']	-5179	Trades	NPTG	Trades - N. Pacific Tropical Gyre Province	North Pacific	North Pacific Ocean	57
G0254	2011	9	997	322	6.8749976	-153.125	['E0764']	-4987	Trades	PNEC	Trades - N. Pacific Equatorial Countercurrent Province	North Pacific	North Pacific Ocean	57
G0255	2011	9	999	323	6.7083335	-153.04166	['E0762', 'E0763']	-5157	Trades	PNEC	Trades - N. Pacific Equatorial Countercurrent Province	North Pacific	North Pacific Ocean	57
G0256	2012	1	643	1284	36.374996	-72.958336	['E0893']	-3543	Westerlies	GFST	Westerlies - Gulf Stream Province	North Atlantic	North Atlantic Ocean	23
G0257	2012	1	643	1286	36.374996	-72.791664	['E0892']	-3602	Westerlies	GFST	Westerlies - Gulf Stream Province	North Atlantic	North Atlantic Ocean	23
G0258	2012	1	643	1287	36.374996	-72.708336	['E0891']	-3666	Westerlies	GFST	Westerlies - Gulf Stream Province	North Atlantic	North Atlantic Ocean	23
G0259	2012	1	722	1204	29.791666	-79.625	['E0833']	-800	Coastal	NWCS	Coastal - NW Atlantic Shelves Province	North Atlantic	North Atlantic Ocean	23
G0260	2012	1	723	1204	29.708334	-79.625	['E0832']	-800	Coastal	NWCS	Coastal - NW Atlantic Shelves Province	North Atlantic	North Atlantic Ocean	23
G0261	2012	1	724	1205	29.624998	-79.541664	['E0831']	-800	Coastal	NWCS	Coastal - NW Atlantic Shelves Province	North Atlantic	North Atlantic Ocean	23
G0262	2012	1	772	1098	25.624998	-88.458336	['E0824']	-3258	Trades	CARB	Trades - Caribbean Province	North Atlantic	Gulf of Mexico	26
G0263	2012	1	773	1099	25.541662	-88.375	['E0822', 'E0823']	-3311	Trades	CARB	Trades - Caribbean Province	North Atlantic	Gulf of Mexico	26
G0264	2012	10	1209	3748	-10.791667	132.37502	['E0661']	-34	Coastal	SUND	Coastal - Sunda-Arafura Shelves Province	Indian	Arafura Sea	48h
G0265	2012	10	1209	3821	-10.791667	138.45836	['E0659']	-48	Coastal	SUND	Coastal - Sunda-Arafura Shelves Province	Indian	Arafura Sea	48h
G0266	2012	10	1209	3843	-10.791667	140.29167	['E0660']	-28	Coastal	SUND	Coastal - Sunda-Arafura Shelves Province	Indian	Arafura Sea	48h
G0267	2012	10	1209	3889	-10.791667	144.12502	['E0658']	-570	Coastal	SUND	Coastal - Sunda-Arafura Shelves Province	South Pacific	Coral Sea	64
G0268	2012	10	1220	3890	-11.708339	144.20836	['E0654']	-984	Coastal	SUND	Coastal - Sunda-Arafura Shelves Province	South Pacific	Coral Sea	64
G0269	2012	10	1246	3896	-13.875003	144.70836	['E0619']	-937	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0270	2012	10	1275	3912	-16.291666	146.04167	['E0609']	-331	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0271	2012	2	1489	3974	-34.125004	151.20836	['E0175']	-118	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Tasman Sea	63
G0272	2012	2	1591	3938	-42.62501	148.20836	['E0079']	-83	Westerlies	SSTC	Westerlies - S. Subtropical Convergence Province	South Pacific	Tasman Sea	63
G0273	2012	2	609	1319	39.208332	-70.041664	['E0909', 'E0910', 'E0912', 'E0913']	-2682	Westerlies	GFST	Westerlies - Gulf Stream Province	North Atlantic	North Atlantic Ocean	23
G0274	2012	2	662	1305	34.791664	-71.208336	['E0872', 'E0873']	-4613	Westerlies	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	North Atlantic	North Atlantic Ocean	23
G0275	2012	2	663	1304	34.708332	-71.291664	['E0871']	-4656	Westerlies	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	North Atlantic	North Atlantic Ocean	23
G0276	2012	2	683	1361	33.041664	-66.541664	['E0852', 'E0854']	-4962	Westerlies	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	North Atlantic	North Atlantic Ocean	23
G0277	2012	2	684	1361	32.958332	-66.541664	['E0847', 'E0849']	-4959	Westerlies	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	North Atlantic	North Atlantic Ocean	23
G0278	2012	2	698	1390	31.791666	-64.125	['E0842', 'E0843']	-4562	Westerlies	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	North Atlantic	North Atlantic Ocean	23
G0279	2012	2	699	1389	31.708334	-64.208336	['E0840', 'E0841']	-4495	Westerlies	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	North Atlantic	North Atlantic Ocean	23
G0280	2012	3	1489	3974	-34.125004	151.20836	['E0176']	-118	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Tasman Sea	63
G0281	2012	3	1591	3938	-42.62501	148.20836	['E0080']	-83	Westerlies	SSTC	Westerlies - S. Subtropical Convergence Province	South Pacific	Tasman Sea	63
G0282	2012	3	555	1957	43.708332	-16.87499	['E0938', 'E0939', 'E0940']	-3926	Westerlies	NADR	Westerlies - N. Atlantic Drift Province (WWDR)	North Atlantic	North Atlantic Ocean	23
G0283	2012	3	645	1811	36.208332	-29.041662	['E0889']	-3399	Westerlies	NASE	Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)	North Atlantic	North Atlantic Ocean	23
G0284	2012	3	646	1811	36.124996	-29.041662	['E0888']	-3284	Westerlies	NASE	Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)	North Atlantic	North Atlantic Ocean	23
G0285	2012	3	646	1812	36.124996	-28.958334	['E0886', 'E0887']	-3535	Westerlies	NASE	Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)	North Atlantic	North Atlantic Ocean	23
G0286	2012	3	648	1712	35.958332	-37.29166	['E0883', 'E0884']	-3182	Westerlies	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	North Atlantic	North Atlantic Ocean	23
G0287	2012	3	649	1713	35.874996	-37.208332	['E0881', 'E0882']	-3111	Westerlies	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	North Atlantic	North Atlantic Ocean	23
G0288	2012	3	670	1560	34.124996	-49.958332	['E0865']	-4723	Westerlies	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	North Atlantic	North Atlantic Ocean	23
G0289	2012	3	671	1561	34.041664	-49.87499	['E0862', 'E0863', 'E0864']	-4897	Westerlies	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	North Atlantic	North Atlantic Ocean	23
G0290	2012	4	1591	3938	-42.62501	148.20836	['E0081']	-83	Westerlies	SSTC	Westerlies - S. Subtropical Convergence Province	South Pacific	Tasman Sea	63
G0291	2012	5	1408	4002	-27.375002	153.54167	['E0460']	-9	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0292	2012	5	1489	3974	-34.125004	151.20836	['E0177']	-118	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Tasman Sea	63
G0293	2012	5	1591	3938	-42.62501	148.20836	['E0082']	-83	Westerlies	SSTC	Westerlies - S. Subtropical Convergence Province	South Pacific	Tasman Sea	63
G0294	2012	6	1591	3938	-42.62501	148.20836	['E0083']	-83	Westerlies	SSTC	Westerlies - S. Subtropical Convergence Province	South Pacific	Tasman Sea	63
G0295	2013	10	210	1297	72.458336	-71.875	['E0970', 'E0971', 'E0972']	-1054	Polar	BPLR	Polar - Boreal Polar Province (POLR)	Arctic	Baffin Bay	14A
G0296	2013	10	228	1516	70.958336	-53.624996	['E0960', 'E0961']	-659	Polar	BPLR	Polar - Boreal Polar Province (POLR)	Arctic	Baffin Bay	14A
G0297	2013	10	228	1517	70.958336	-53.54166	['E0959']	-667	Polar	BPLR	Polar - Boreal Polar Province (POLR)	Arctic	Baffin Bay	14A
G0298	2013	10	250	1540	69.125	-51.62499	['E0957']	-316	Polar	BPLR	Polar - Boreal Polar Province (POLR)	Arctic	Davis Strait	15
G0299	2013	10	250	1541	69.125	-51.54166	['E0955', 'E0956']	-372	Polar	BPLR	Polar - Boreal Polar Province (POLR)	Arctic	Davis Strait	15
G0300	2013	10	302	1522	64.791664	-53.124996	['E0950', 'E0951']	-341	Polar	BPLR	Polar - Boreal Polar Province (POLR)	Arctic	Davis Strait	15
G0301	2013	10	303	1523	64.708336	-53.04166	['E0949']	-490	Polar	BPLR	Polar - Boreal Polar Province (POLR)	Arctic	Davis Strait	15
G0302	2013	10	341	1488	61.541664	-55.958332	['E0946', 'E0947', 'E0948']	-2778	Polar	ARCT	Polar - Atlantic Arctic Province	Arctic	Davis Strait	15
G0303	2013	10	677	739	33.541664	-118.375	['E0857']	-898	Coastal	CCAL	Coastal - California Upwelling Coastal Province	North Pacific	North Pacific Ocean	57
G0304	2013	4	677	739	33.541664	-118.375	['E0855']	-898	Coastal	CCAL	Coastal - California Upwelling Coastal Province	North Pacific	North Pacific Ocean	57
G0305	2013	5	425	1956	54.541664	-16.958334	['E0943']	-2482	Westerlies	NADR	Westerlies - N. Atlantic Drift Province (WWDR)	North Atlantic	North Atlantic Ocean	23
G0306	2013	5	425	1957	54.541664	-16.87499	['E0944', 'E0945']	-2484	Westerlies	NADR	Westerlies - N. Atlantic Drift Province (WWDR)	North Atlantic	North Atlantic Ocean	23
G0307	2013	6	165	2176	76.208336	1.3750101	['E0984']	-3132	Polar	ARCT	Polar - Atlantic Arctic Province	Arctic	Greenland Sea	5
G0308	2013	6	274	2162	67.125	0.20833842	['E0954']	-3437	Polar	SARC	Polar - Atlantic Subarctic Province	Arctic	Norwegian Sea	6
G0309	2013	6	274	2163	67.125	0.29166666	['E0953']	-3311	Polar	SARC	Polar - Atlantic Subarctic Province	Arctic	Norwegian Sea	6
G0310	2013	6	274	2164	67.125	0.37501016	['E0952']	-3449	Polar	SARC	Polar - Atlantic Subarctic Province	Arctic	Norwegian Sea	6
G0311	2013	7	1207	3755	-10.625003	132.95836	['E0663']	-46	Coastal	SUND	Coastal - Sunda-Arafura Shelves Province	Indian	Arafura Sea	48h
G0312	2013	7	129	2956	79.208336	66.37501	['E0999', 'E1000']	-446	Polar	BPLR	Polar - Boreal Polar Province (POLR)	Arctic	Barentsz Sea	7
G0313	2013	7	129	2959	79.208336	66.62501	['E0998']	-477	Polar	BPLR	Polar - Boreal Polar Province (POLR)	Arctic	Barentsz Sea	7
G0314	2013	7	132	3110	78.958336	79.20835	['E0993']	-113	Polar	BPLR	Polar - Boreal Polar Province (POLR)	Arctic	Kara Sea	9
G0315	2013	7	132	3112	78.958336	79.37501	['E0994']	-79	Polar	BPLR	Polar - Boreal Polar Province (POLR)	Arctic	Kara Sea	9
G0316	2013	7	132	3113	78.958336	79.45835	['E0995']	-68	Polar	BPLR	Polar - Boreal Polar Province (POLR)	Arctic	Kara Sea	9
G0317	2013	7	154	3038	77.125	73.208336	['E0985']	-192	Polar	BPLR	Polar - Boreal Polar Province (POLR)	Arctic	Kara Sea	9
G0318	2013	7	182	3073	74.79167	76.12501	['E0981', 'E0982']	-32	Polar	BPLR	Polar - Boreal Polar Province (POLR)	Arctic	Kara Sea	9
G0319	2013	7	182	3074	74.79167	76.20835	['E0983']	-31	Polar	BPLR	Polar - Boreal Polar Province (POLR)	Arctic	Kara Sea	9
G0320	2013	7	208	2689	72.625	44.12501	['E0974', 'E0975']	-270	Polar	SARC	Polar - Atlantic Subarctic Province	Arctic	Barentsz Sea	7
G0321	2013	7	209	2688	72.541664	44.041668	['E0973']	-264	Polar	SARC	Polar - Atlantic Subarctic Province	Arctic	Barentsz Sea	7
G0322	2013	7	677	739	33.541664	-118.375	['E0856']	-898	Coastal	CCAL	Coastal - California Upwelling Coastal Province	North Pacific	North Pacific Ocean	57
