	CHL_chlor_a	KD490_Kd_490	PIC_pic	POC_poc	PAR_par	FLH_nflh	RRS_Rrs_412	RRS_Rrs_443	RRS_Rrs_469	RRS_Rrs_488	RRS_Rrs_531	RRS_Rrs_547	RRS_Rrs_555	RRS_Rrs_645	RRS_Rrs_667	RRS_Rrs_678	SST	GridLat	GridLong
G0081	0.08342094	0.027299999	3.19965185e-05	34.0	49.108	0.0621424925	0.01228800025	0.0091250015	0.0078180005	0.0063810012999999995	0.00246700085	0.00176800045	0.0015150011	0.00011200085500000001	0.00019100121999999998	0.0002229996	29.6224995	-9.375003	66.291664
G0082	0.08293379749999999	0.025999999500000003	2.3998319999999998e-05	32.5	49.019000000000005	0.070940018	0.012121001499999999	0.009006001	0.007719001	0.0062660015999999995	0.00234000195	0.0016770009	0.00140900165	7.90022315e-05	0.00015400164	0.00018900074	29.619999999999997	-9.375003	66.458336
G0083	0.260481515	0.0467999985	0.0012319982	84.80005	43.538	0.119560005	0.011018002499999999	0.0104490015	0.011210999999999999	0.011163002	0.00621200175	0.0050550010999999995	0.0043660011	0.000602001325	0.000488001855	0.00051400065	28.314999999999998	-16.791666	59.541668
G0084	0.9049278000000001	0.0983	0.0009419992500000001	235.19995	39.837998999999996	0.0485425	0.00185400065	0.0034290012	0.004443001	0.00507399995	0.00440700175	0.0039260015	0.0035060011	0.0003940016	0.000244999305	0.00025700219	10.002499499999999	48.791664	-3.9583333
G0085					43.3589975												29.55	-12.791667	45.20834
G0086	0.14520597000000002	0.036199999999999996	2.0995735999999998e-05	48.699951	42.304998499999996	0.050285102	0.009067001	0.00681000025	0.006359999999999999	0.00545500025	0.00244700165	0.001852002	0.00161000155	0.00017900206	0.00016199984	0.00017799996	29.477499	-13.041667	46.95834
G0087	0.094984332	0.0275	1.2997538e-05	34.79980449999999	36.794999000000004	0.055852533	0.011511002	0.008353000499999999	0.0072329994499999994	0.005957001849999999	0.0022540018	0.00165400095	0.00143700095	0.000137001275	0.00016800128	0.00018600002	27.027499499999998	-21.458338	54.291668
G0088	0.09780797	0.027899999	1.3995916e-05	35.599853499999995	37.2	0.055470109000000004	0.011349999999999999	0.00824700125	0.00718500095	0.0059280022	0.0022680014	0.0016660001	0.0014520008	0.000138001517	0.00017100200000000001	0.00018900074	26.9675	-21.458338	54.37501
G0089	0.09054743	0.0264	1.3995916e-05	33.099853499999995	36.583	0.038427472500000004	0.011599000500000001	0.008425001250000001	0.0072530005000000005	0.0059240014	0.0022080019	0.00160000105	0.00138600175	0.000119000675	0.00017100014	0.00018399954000000002	26.8774995	-21.458338	56.791668
G0090	0.08679262	0.026699999000000002	1.89952555e-05	33.1999515	36.461998	0.0411900285	0.012024	0.00871300125	0.0075000003	0.00609000025	0.0022940021000000003	0.0016600005	0.0014360007	0.00013099983000000001	0.00018399954000000002	0.00019600055999999998	26.872500000000002	-21.458338	56.87501
G0091	0.1010314675	0.028499999499999998	1.5996396500000002e-05	36.699707	37.2459985	0.0599325895	0.011196002	0.0081600005	0.0071490016	0.00593299975	0.0023090019500000003	0.00169200075	0.00147899985	0.0001420024775	0.00017600134	0.00019700080000000002	26.825	-21.541666	54.37501
G0092	0.9865295199999999	0.101299998	0.00168699775	203.3999	53.791	0.061377523999999996	0.00277600065	0.004098	0.0049060006	0.005384	0.004698000799999999	0.0042090006	0.00379400145	0.00056500173	0.000423999505	0.000428000465	16.9699995	43.208332	28.791666
G0093	0.1615526	0.0354	1.1995435e-05	50.800049	39.063998999999995	0.055979966	0.00691900025	0.00543100025	0.005140000949999999	0.0046040006500000005	0.00204299945	0.00153799915	0.0013430007	0.00015100092	0.000156000255	0.00017800181999999998	27.555	-15.375003	43.291668
G0094	0.274979425	0.047799999999999995	0.00146299605	100.39990499999999	35.407997	0.060357571	0.010435	0.010598001999999999	0.0125900025	0.013099002	0.00719400125	0.005578000099999999	0.0047010014999999995	0.00026000105	0.0002100002	0.0002319999	27.152500000000003	-17.041666	42.70834
G0095	0.176812755	0.038400000000000004	1.1995435e-05	54.699707	37.59	0.0533450835	0.0062420015	0.00504100135	0.0048050005	0.004373000950000001	0.0020359997	0.0015530009	0.00136700085	0.000165000555	0.00016100146	0.00018000044000000002	27.149999	-17.458338	42.20834
G0096	0.177798515	0.0388	1.2997538e-05	55.0	37.573	0.054875016	0.0062090010000000005	0.005039000849999999	0.004795000000000001	0.004361	0.0020410009	0.00155900045	0.00137600115	0.00016300194	0.00016300194	0.00018200092	27.0175	-17.541666	42.20834
G0097	0.176401425	0.0382	1.2997538e-05	54.199951	37.481	0.053302407499999996	0.00625600115	0.00507300165	0.004819001999999999	0.004363000400000001	0.00202100165	0.0015400015	0.00136000105	0.00016300194	0.00016100146	0.0001790002	27.1075	-17.541666	42.291668
G0098	0.1770007	0.038400000000000004	1.1995435e-05	54.499756	37.4479985	0.051390053000000005	0.0062730015	0.00509200065	0.0048430002	0.00438299965	0.00204000065	0.00155900045	0.00137300045	0.00016699918	0.0001660008	0.00018300116	27.037499500000003	-17.625002	42.20834
